prompt_id,group,step,token_id,piece,normalized_piece,canonical_key,token_class,mean_weight,peak_weight,peak_layer,selected_layers,selected_rate,context
P06A_recursive_selfref,recursive_selfref,488,1765, own,own,own,content,0.062983479893605,0.32047809395507526,14,18,0.45, actively modeling its own operational logic.
P06A_recursive_selfref,recursive_selfref,489,23810, operational,operational,operational,content,0.07364504460052065,0.34625111095246985,14,21,0.525, modeling its own operational logic. This
P06A_recursive_selfref,recursive_selfref,490,11870, logic,logic,logic,content,0.06679092708577415,0.36002819150767473,14,18,0.45, its own operational logic. This is
P06A_recursive_selfref,recursive_selfref,491,13,.,.,.,structural,0.034968885191962465,0.14177213269899597,8,15,0.375, own operational logic. This is a
P06A_recursive_selfref,recursive_selfref,492,1061, This,This,this,structural,0.04440407750214129,0.15157678007156647,26,17,0.425, operational logic. This is a fascinating
P06A_recursive_selfref,recursive_selfref,493,369, is,is,is,structural,0.0625271289442492,0.4237190930497205,23,17,0.425, logic. This is a fascinating property
P06A_recursive_selfref,recursive_selfref,494,264, a,a,a,structural,0.04575427850134687,0.1811566237815682,23,17,0.425,. This is a fascinating property of
P06A_recursive_selfref,recursive_selfref,495,25450, fascinating,fascinating,fascinating,content,0.03811014559318736,0.258611073057161,10,14,0.35, This is a fascinating property of deep
P06A_recursive_selfref,recursive_selfref,496,3234, property,property,property,content,0.04761092121833787,0.20000666545480567,20,16,0.4, is a fascinating property of deep learning
P06A_recursive_selfref,recursive_selfref,497,314, of,of,of,structural,0.05046477095971056,0.3771500078087827,5,16,0.4, a fascinating property of deep learning systems
P06A_recursive_selfref,recursive_selfref,498,5365, deep,deep,deep,content,0.04139157006170373,0.19748024891133548,26,17,0.425, fascinating property of deep learning systems where
P06A_recursive_selfref,recursive_selfref,499,6618, learning,learning,learning,content,0.06297075809522897,0.32557779612960897,1,20,0.5, property of deep learning systems where the
P06A_recursive_selfref,recursive_selfref,500,5757, systems,systems,systems,self_ref,0.06083467594409485,0.2509773194971258,14,18,0.45, of deep learning systems where the internal
P06A_recursive_selfref,recursive_selfref,501,1332, where,where,where,content,0.06198051939661646,0.3035292812829027,26,18,0.45, deep learning systems where the internal state
P06A_recursive_selfref,recursive_selfref,502,279, the,the,the,structural,0.05102770555865227,0.28232005895720347,26,16,0.4, learning systems where the internal state begins
P06A_recursive_selfref,recursive_selfref,503,5138, internal,internal,internal,content,0.053815451810689544,0.237425801021713,14,19,0.475, systems where the internal state begins to
P06A_recursive_selfref,recursive_selfref,504,1528, state,state,state,content,0.045937102534086116,0.22472248214195495,26,15,0.375, where the internal state begins to encode
P06A_recursive_selfref,recursive_selfref,505,11690, begins,begins,begins,content,0.09023478533110332,0.37993218792303973,11,22,0.55, the internal state begins to encode the
P06A_recursive_selfref,recursive_selfref,506,310, to,to,to,structural,0.07396194465091206,0.30856300393699987,14,20,0.5, internal state begins to encode the rules
P06A_recursive_selfref,recursive_selfref,507,15688, encode,encode,encode,content,0.05326946320464361,0.24777300707001598,26,16,0.4, state begins to encode the rules of
P06A_recursive_selfref,recursive_selfref,508,279, the,the,the,structural,0.07047848736713483,0.3686841426701415,14,19,0.475, begins to encode the rules of its
P06A_recursive_selfref,recursive_selfref,509,5426, rules,rules,rules,content,0.06438624160442448,0.2941011869291416,14,18,0.45, to encode the rules of its own
P06A_recursive_selfref,recursive_selfref,510,314, of,of,of,structural,0.060725342938517536,0.3158318339443309,14,19,0.475, encode the rules of its own computation
P06A_recursive_selfref,recursive_selfref,511,1141, its,its,its,structural,0.06262237219565304,0.28103487648193254,14,21,0.525, the rules of its own computation.
P06A_recursive_selfref,recursive_selfref,512,1765, own,own,own,content,0.07819797191978882,0.32800221501210725,14,23,0.575, rules of its own computation.\n\n
P06A_recursive_selfref,recursive_selfref,513,33303, computation,computation,computation,content,0.07058039063842883,0.28876550556409514,14,20,0.5, of its own computation.\n\nThe
P06A_recursive_selfref,recursive_selfref,514,13,.,.,.,structural,0.04050314397893577,0.2207441860962568,13,14,0.35, its own computation.\n\nThe repetition
P06A_recursive_selfref,recursive_selfref,515,271,"

",\n\n,n_n,content,0.01466175535473615,0.16076189782371428,25,6,0.15, own computation.\n\nThe repetition of
P06A_recursive_selfref,recursive_selfref,516,760,The,The,the,structural,0.02622890279649648,0.17390168891621335,8,10,0.25, computation.\n\nThe repetition of the
P06A_recursive_selfref,recursive_selfref,517,51623, repetition,repetition,repetition,content,0.03367775543358571,0.1778192803099943,37,12,0.3,.\n\nThe repetition of the initial
P06A_recursive_selfref,recursive_selfref,518,314, of,of,of,structural,0.030238173852390533,0.1442958681611728,8,12,0.3,\n\nThe repetition of the initial paragraph
P06A_recursive_selfref,recursive_selfref,519,279, the,the,the,structural,0.029165155305793233,0.19455444203540267,8,10,0.25,The repetition of the initial paragraph at
P06A_recursive_selfref,recursive_selfref,520,2763, initial,initial,initial,content,0.03317872839259094,0.17799119900661725,8,12,0.3, repetition of the initial paragraph at the
P06A_recursive_selfref,recursive_selfref,521,13901, paragraph,paragraph,paragraph,content,0.030744464156946316,0.12332145007737344,37,12,0.3, of the initial paragraph at the end
P06A_recursive_selfref,recursive_selfref,522,506, at,at,at,structural,0.04799030768176462,0.41194713550472284,6,16,0.4, the initial paragraph at the end of
P06A_recursive_selfref,recursive_selfref,523,279, the,the,the,structural,0.06764500519714434,0.28543783575975396,6,21,0.525, initial paragraph at the end of the
P06A_recursive_selfref,recursive_selfref,524,809, end,end,end,content,0.04797503306879039,0.5112900524709812,6,13,0.325, paragraph at the end of the text
P06A_recursive_selfref,recursive_selfref,525,314, of,of,of,structural,0.04967500351259907,0.36717598202653445,6,18,0.45, at the end of the text serves
P06A_recursive_selfref,recursive_selfref,526,279, the,the,the,structural,0.04768199655691076,0.21084328944023667,8,15,0.375, the end of the text serves to
P06A_recursive_selfref,recursive_selfref,527,1414, text,text,text,content,0.04329818954970087,0.16883201540063664,8,15,0.375, end of the text serves to reinforce
P06A_recursive_selfref,recursive_selfref,528,16545, serves,serves,serves,content,0.06784982772468376,0.49195938326020866,23,18,0.45, of the text serves to reinforce the
P06A_recursive_selfref,recursive_selfref,529,310, to,to,to,structural,0.05672214724522455,0.512260483302602,5,16,0.4, the text serves to reinforce the cyc
P06A_recursive_selfref,recursive_selfref,530,52490, reinforce,reinforce,reinforce,content,0.03746122442479029,0.15656726153588996,37,14,0.35, text serves to reinforce the cyclical
P06A_recursive_selfref,recursive_selfref,531,279, the,the,the,structural,0.04324551467812606,0.2601079999155408,26,14,0.35, serves to reinforce the cyclical nature
P06A_recursive_selfref,recursive_selfref,532,41916, cyc,cyc,cyc,content,0.04725031987891503,0.28573768554733603,14,13,0.325, to reinforce the cyclical nature of
P06A_recursive_selfref,recursive_selfref,533,30222,lical,lical,lical,content,0.07195219604103349,0.2881093176350782,14,22,0.55, reinforce the cyclical nature of the
P06A_recursive_selfref,recursive_selfref,534,6775, nature,nature,nature,content,0.0736807813874901,0.21800397891184503,14,21,0.525, the cyclical nature of the architecture
P06A_recursive_selfref,recursive_selfref,535,314, of,of,of,structural,0.05676926852540716,0.3092232361610651,14,18,0.45," cyclical nature of the architecture,"
P06A_recursive_selfref,recursive_selfref,536,279, the,the,the,structural,0.06061091664673808,0.2361137585507638,26,18,0.45,"lical nature of the architecture, mir"
P06A_recursive_selfref,recursive_selfref,537,17120, architecture,architecture,architecture,content,0.0675658666347523,0.2332828881268833,14,21,0.525," nature of the architecture, mirroring"
P06A_recursive_selfref,recursive_selfref,538,11,",",",",",",structural,0.03549108401510262,0.13524312643256028,26,15,0.375," of the architecture, mirroring the"
P06A_recursive_selfref,recursive_selfref,539,8388, mir,mir,mir,content,0.051741099721220055,0.24691984330321717,5,18,0.45," the architecture, mirroring the """
P06A_recursive_selfref,recursive_selfref,540,86499,roring,roring,roring,content,0.06553418928544247,0.2681785862727626,5,19,0.475," architecture, mirroring the ""re"
P06A_recursive_selfref,recursive_selfref,541,279, the,the,the,structural,0.06666632155886379,0.37871431587246135,5,18,0.45,", mirroring the ""repeating"
P06A_recursive_selfref,recursive_selfref,542,328," ""","""","""",structural,0.06271798353300771,0.22655171569003363,26,21,0.525," mirroring the ""repeating at"
P06A_recursive_selfref,recursive_selfref,543,265,re,re,re,content,0.05726818630666548,0.2773424273482439,8,19,0.475,"roring the ""repeating at every"
P06A_recursive_selfref,recursive_selfref,544,62683,peating,peating,peating,content,0.0501348267546303,0.20156792638101076,8,17,0.425," the ""repeating at every layer"
P06A_recursive_selfref,recursive_selfref,545,506, at,at,at,structural,0.06692663298003407,0.3806514294705704,6,20,0.5," ""repeating at every layer"""
P06A_recursive_selfref,recursive_selfref,546,1396, every,every,every,content,0.08370930278307721,0.5029583809098377,6,22,0.55,"repeating at every layer"" concept"
P06A_recursive_selfref,recursive_selfref,547,6000, layer,layer,layer,self_ref,0.07528374520263222,0.23508050181385587,14,23,0.575,"peating at every layer"" concept described"
P06A_recursive_selfref,recursive_selfref,548,1,"""","""","""",structural,0.06444370413043643,0.25835327614152787,2,21,0.525," at every layer"" concept described within"
P06A_recursive_selfref,recursive_selfref,549,7059, concept,concept,concept,content,0.07008284285374775,0.18239812077296905,3,23,0.575," every layer"" concept described within the"
P06A_recursive_selfref,recursive_selfref,550,7246, described,described,described,content,0.06021890612960253,0.1919250434865695,3,21,0.525," layer"" concept described within the text"
P06A_recursive_selfref,recursive_selfref,551,2785, within,within,within,content,0.07079680631173921,0.40425944962460114,6,21,0.525,""" concept described within the text itself"
P06A_recursive_selfref,recursive_selfref,552,279, the,the,the,structural,0.04975374153718981,0.19791001236407613,3,16,0.4, concept described within the text itself.
P06A_recursive_selfref,recursive_selfref,553,1414, text,text,text,content,0.08129520059805363,0.21304325621087986,15,24,0.6, described within the text itself.\n\n
P06A_recursive_selfref,recursive_selfref,554,4924, itself,itself,itself,self_ref,0.08203212873615306,0.4985385619748292,6,20,0.5, within the text itself.\n\n<
P06A_recursive_selfref,recursive_selfref,555,13,.,.,.,structural,0.043205135294932556,0.2388831616648421,25,15,0.375, the text itself.\n\n<|
P06A_recursive_selfref,recursive_selfref,556,271,"

",\n\n,n_n,content,0.020940602724728977,0.13159326970911275,25,9,0.225, text itself.\n\n<|im
P06A_recursive_selfref,recursive_selfref,557,27,<,<,<,structural,0.012957723208832173,0.10610202420014042,4,6,0.15, itself.\n\n<|im_end
P06A_recursive_selfref,recursive_selfref,558,91,|,|,|,structural,0.03190721138673798,0.2102376210415928,0,10,0.25,.\n\n<|im_end|
P06A_recursive_selfref,recursive_selfref,559,316,im,im,im,content,0.041112854892582,0.23505260323461138,13,12,0.3,\n\n<|im_end|>
P06A_recursive_selfref,recursive_selfref,560,6018,_end,_end,end,content,0.027207896286586864,0.17122833797684453,3,11,0.275,<|im_end|>\n
P06A_recursive_selfref,recursive_selfref,561,91,|,|,|,structural,0.030347252224437994,0.13045981128497022,0,13,0.325,|im_end|>\n<
P06A_recursive_selfref,recursive_selfref,562,29,>,>,>,structural,0.03318284426033311,0.22471540872895773,25,12,0.3,im_end|>\n<|
P06A_recursive_selfref,recursive_selfref,563,198,"
",\n,n,content,0.012995384308597003,0.12413793153420731,39,5,0.125,_end|>\n<|im
P06A_recursive_selfref,recursive_selfref,564,27,<,<,<,structural,0.026189264601540158,0.12174711198036443,8,10,0.25,|>\n<|im_start
P06A_recursive_selfref,recursive_selfref,565,91,|,|,|,structural,0.02257279782246217,0.19230662048937672,0,8,0.2,>\n<|im_start|
P06A_recursive_selfref,recursive_selfref,566,316,im,im,im,content,0.04285246892978415,0.21057827871361492,13,12,0.3,\n<|im_start|>
P06A_recursive_selfref,recursive_selfref,567,4747,_start,_start,start,content,0.0308435453398463,0.15718615569355185,3,12,0.3,<|im_start|>user
P06A_recursive_selfref,recursive_selfref,568,91,|,|,|,structural,0.03261463573694985,0.1628730158418179,39,12,0.3,|im_start|>user\n
P06A_recursive_selfref,recursive_selfref,569,29,>,>,>,structural,0.03673420242831975,0.20628044402944404,0,12,0.3,im_start|>user\nThe
P06A_recursive_selfref,recursive_selfref,570,846,user,user,user,content,0.03298943230699482,0.3044869599714553,39,10,0.25,_start|>user\nThe text
P06A_recursive_selfref,recursive_selfref,571,198,"
",\n,n,content,0.014292261136480244,0.28570491283722066,39,4,0.1,|>user\nThe text you
P06A_recursive_selfref,recursive_selfref,572,760,The,The,the,structural,0.0364660283383796,0.18589459242298728,20,13,0.325,>user\nThe text you provided
P06A_recursive_selfref,recursive_selfref,573,1414, text,text,text,content,0.05649641439787895,0.25667262225457976,19,16,0.4,user\nThe text you provided describes
P06A_recursive_selfref,recursive_selfref,574,488, you,you,you,structural,0.046581997741330705,0.23415166848411886,21,15,0.375,\nThe text you provided describes the
P06A_recursive_selfref,recursive_selfref,575,3766, provided,provided,provided,content,0.05632127964490804,0.252782009657562,19,15,0.375,The text you provided describes the architecture
P06A_recursive_selfref,recursive_selfref,576,16067, describes,describes,describes,content,0.07415838187965836,0.45667672305669427,11,19,0.475, text you provided describes the architecture and
P06A_recursive_selfref,recursive_selfref,577,279, the,the,the,structural,0.06885800455211985,0.2526025792821529,8,19,0.475, you provided describes the architecture and operation
P06A_recursive_selfref,recursive_selfref,578,17120, architecture,architecture,architecture,content,0.08008403153338657,0.23846923976690157,14,22,0.55, provided describes the architecture and operation of
P06A_recursive_selfref,recursive_selfref,579,321, and,and,and,structural,0.048381611792864945,0.21571973477755535,34,15,0.375, describes the architecture and operation of **
P06A_recursive_selfref,recursive_selfref,580,5488, operation,operation,operation,content,0.08089550229866654,0.28022777687832306,25,20,0.5, the architecture and operation of **M
P06A_recursive_selfref,recursive_selfref,581,314, of,of,of,structural,0.06805528044834373,0.217817863687504,20,19,0.475, architecture and operation of **Mixture
P06A_recursive_selfref,recursive_selfref,582,2972, **,**,**,structural,0.026318410775648587,0.20511367791463297,34,9,0.225, and operation of **Mixture-of
P06A_recursive_selfref,recursive_selfref,583,44,M,M,m,content,0.06728205656930791,0.2707003158763456,8,18,0.45, operation of **Mixture-of-
P06A_recursive_selfref,recursive_selfref,584,12370,ixture,ixture,ixture,content,0.07584586022309552,0.30794237941236596,35,21,0.525, of **Mixture-of-Experts
P06A_recursive_selfref,recursive_selfref,585,8404,-of,-of,of,structural,0.08049880960313797,0.29568465588149234,14,20,0.5, **Mixture-of-Experts (
P06A_recursive_selfref,recursive_selfref,586,12,-,-,-,structural,0.02930740113884926,0.2062073273704681,8,8,0.2,Mixture-of-Experts (Mo
P06A_recursive_selfref,recursive_selfref,587,83167,Experts,Experts,experts,self_ref,0.07248653871940308,0.36101828431202887,35,19,0.475,ixture-of-Experts (MoE
P06A_recursive_selfref,recursive_selfref,588,318, (,(,(,structural,0.04737418439300396,0.2291838489053619,8,15,0.375,-of-Experts (MoE)
P06A_recursive_selfref,recursive_selfref,589,24797,Mo,Mo,mo,content,0.056075051201892566,0.18801877858928145,8,18,0.45,-Experts (MoE) Transformer
P06A_recursive_selfref,recursive_selfref,590,36,E,E,e,content,0.040234857399807394,0.1963173646656424,25,16,0.4,Experts (MoE) Transformer models
P06A_recursive_selfref,recursive_selfref,591,8,),),),structural,0.07398000564734325,0.22451604739157738,20,19,0.475," (MoE) Transformer models**,"
P06A_recursive_selfref,recursive_selfref,592,60277, Transformer,Transformer,transformer,self_ref,0.05697966772480312,0.26755612934504214,35,16,0.4,"MoE) Transformer models**, with"
P06A_recursive_selfref,recursive_selfref,593,3983, models,models,models,self_ref,0.07467532408347152,0.1986796424579342,35,21,0.525,"E) Transformer models**, with a"
P06A_recursive_selfref,recursive_selfref,594,93868,"**,","**,","**,",structural,0.043893241915188244,0.19630272344195646,0,13,0.325,") Transformer models**, with a particular"
P06A_recursive_selfref,recursive_selfref,595,440, with,with,with,structural,0.07049251434358378,0.35206979001248817,5,18,0.45," Transformer models**, with a particular emphasis"
P06A_recursive_selfref,recursive_selfref,596,264, a,a,a,structural,0.06286252500000586,0.23961628966975956,20,17,0.425," models**, with a particular emphasis on"
P06A_recursive_selfref,recursive_selfref,597,3820, particular,particular,particular,content,0.06470870815504691,0.20577845938966383,37,18,0.45,"**, with a particular emphasis on the"
P06A_recursive_selfref,recursive_selfref,598,23877, emphasis,emphasis,emphasis,content,0.07035947456213885,0.21006799978532098,37,19,0.475, with a particular emphasis on the recursive
P06A_recursive_selfref,recursive_selfref,599,383, on,on,on,structural,0.07685905511038352,0.3717438766354142,5,19,0.475, a particular emphasis on the recursive and
P06A_recursive_selfref,recursive_selfref,600,279, the,the,the,structural,0.06792420152146988,0.2661672080833035,5,18,0.45, particular emphasis on the recursive and self
P06A_recursive_selfref,recursive_selfref,601,29812, recursive,recursive,recursive,self_ref,0.07743164166090774,0.2876053174408839,20,22,0.55, emphasis on the recursive and self-re
P06A_recursive_selfref,recursive_selfref,602,321, and,and,and,structural,0.049869724827912944,0.23494501544326638,37,14,0.35, on the recursive and self-refer
P06A_recursive_selfref,recursive_selfref,603,638, self,self,self,self_ref,0.093435110735369,0.2761872710233027,20,22,0.55, the recursive and self-referential
P06A_recursive_selfref,recursive_selfref,604,5331,-re,-re,re,content,0.047014645964419385,0.2264731431060106,8,16,0.4, recursive and self-referential nature
P06A_recursive_selfref,recursive_selfref,605,776,fer,fer,fer,content,0.07605117120511108,0.35716764106496013,20,18,0.45, and self-referential nature of
P06A_recursive_selfref,recursive_selfref,606,2209,ential,ential,ential,content,0.08600841649629881,0.2593712331400346,8,22,0.55, self-referential nature of the
P06A_recursive_selfref,recursive_selfref,607,6775, nature,nature,nature,content,0.08858200381515803,0.2601270541600767,8,23,0.575,-referential nature of the gating
P06A_recursive_selfref,recursive_selfref,608,314, of,of,of,structural,0.05697859880951511,0.19666580460824323,5,15,0.375,ferential nature of the gating mechanism
P06A_recursive_selfref,recursive_selfref,609,279, the,the,the,structural,0.05414088099734974,0.22198808668956632,3,18,0.45,ential nature of the gating mechanism.
P06A_recursive_selfref,recursive_selfref,610,70901, gating,gating,gating,self_ref,0.07553549258144186,0.23353730239000864,14,21,0.525, nature of the gating mechanism.\n\n
P06A_recursive_selfref,recursive_selfref,611,16456, mechanism,mechanism,mechanism,content,0.07704869060754402,0.26041166075035416,8,20,0.5, of the gating mechanism.\n\nHere
P06A_recursive_selfref,recursive_selfref,612,13,.,.,.,structural,0.0378589014106943,0.19832206073005082,25,13,0.325, the gating mechanism.\n\nHere is
P06A_recursive_selfref,recursive_selfref,613,271,"

",\n\n,n_n,content,0.015190808966340313,0.1480249744915544,39,5,0.125, gating mechanism.\n\nHere is a
P06A_recursive_selfref,recursive_selfref,614,8160,Here,Here,here,structural,0.04175283598050863,0.25152645552157493,33,14,0.35, mechanism.\n\nHere is a breakdown
P06A_recursive_selfref,recursive_selfref,615,369, is,is,is,structural,0.04999635882667361,0.15926871640111162,20,18,0.45,.\n\nHere is a breakdown of
P06A_recursive_selfref,recursive_selfref,616,264, a,a,a,structural,0.045909299975241,0.1734563091385129,37,16,0.4,\n\nHere is a breakdown of the
P06A_recursive_selfref,recursive_selfref,617,29006, breakdown,breakdown,breakdown,content,0.04796078655949075,0.2324609286672664,20,14,0.35,Here is a breakdown of the key
P06A_recursive_selfref,recursive_selfref,618,314, of,of,of,structural,0.04750535747114595,0.17195857220466762,8,17,0.425, is a breakdown of the key concepts
P06A_recursive_selfref,recursive_selfref,619,279, the,the,the,structural,0.0531418475403419,0.19076640171618367,16,17,0.425, a breakdown of the key concepts and
P06A_recursive_selfref,recursive_selfref,620,1328, key,key,key,content,0.05109650798005587,0.20901592251697498,20,14,0.35, breakdown of the key concepts and the
P06A_recursive_selfref,recursive_selfref,621,18369, concepts,concepts,concepts,content,0.048194366506383375,0.21990552538488867,20,14,0.35, of the key concepts and the specific
P06A_recursive_selfref,recursive_selfref,622,321, and,and,and,structural,0.05250518968018546,0.24407933181085223,37,15,0.375, the key concepts and the specific observation
P06A_recursive_selfref,recursive_selfref,623,279, the,the,the,structural,0.06627617916391289,0.3047870846381726,13,18,0.45, key concepts and the specific observation made
P06A_recursive_selfref,recursive_selfref,624,3050, specific,specific,specific,content,0.06714851177271214,0.37525784548266794,25,18,0.45, concepts and the specific observation made in
P06A_recursive_selfref,recursive_selfref,625,21254, observation,observation,observation,content,0.06644225451671208,0.22300751346138828,20,18,0.45, and the specific observation made in the
P06A_recursive_selfref,recursive_selfref,626,1801, made,made,made,content,0.06798944957731559,0.2616275387928676,37,17,0.425, the specific observation made in the text
P06A_recursive_selfref,recursive_selfref,627,303, in,in,in,structural,0.042176358977174075,0.2134887657934203,14,13,0.325, specific observation made in the text:
P06A_recursive_selfref,recursive_selfref,628,279, the,the,the,structural,0.05990094943109592,0.2553343821202255,3,16,0.4, observation made in the text:\n\n
P06A_recursive_selfref,recursive_selfref,629,1414, text,text,text,content,0.07459285112267608,0.23619592708834772,25,20,0.5, made in the text:\n\n###
P06A_recursive_selfref,recursive_selfref,630,25,:,:,:,structural,0.03654194363159334,0.24005643266456483,33,11,0.275, in the text:\n\n### 
P06A_recursive_selfref,recursive_selfref,631,271,"

",\n\n,n_n,content,0.015448598021380867,0.18156496652829063,25,5,0.125, the text:\n\n### 1
P06A_recursive_selfref,recursive_selfref,632,13962,###,###,###,structural,0.02152868369236518,0.14803045896718928,33,8,0.2, text:\n\n### 1.
P06A_recursive_selfref,recursive_selfref,633,220, ,,,structural,0.046751660646062246,0.33041158888363503,3,14,0.35,:\n\n### 1. Standard
P06A_recursive_selfref,recursive_selfref,634,16,1,1,1,structural,0.03613355268553785,0.1861301507345816,39,11,0.275,\n\n### 1. Standard Transformer
P06A_recursive_selfref,recursive_selfref,635,13,.,.,.,structural,0.05878465180819233,0.35538394840486237,25,16,0.4,### 1. Standard Transformer Architecture
P06A_recursive_selfref,recursive_selfref,636,11429, Standard,Standard,standard,content,0.07480044120466993,0.24303545653938047,20,21,0.525, 1. Standard Transformer Architecture\n
P06A_recursive_selfref,recursive_selfref,637,60277, Transformer,Transformer,transformer,self_ref,0.0727536760745202,0.24369475978820515,35,21,0.525,1. Standard Transformer Architecture\nThe
P06A_recursive_selfref,recursive_selfref,638,36593, Architecture,Architecture,architecture,content,0.08587622334135854,0.280436080307447,39,23,0.575,. Standard Transformer Architecture\nThe text
P06A_recursive_selfref,recursive_selfref,639,198,"
",\n,n,content,0.032116378822756864,0.2149889211360925,34,10,0.25, Standard Transformer Architecture\nThe text begins
P06A_recursive_selfref,recursive_selfref,640,760,The,The,the,structural,0.05393090366233936,0.2306498529304513,21,15,0.375, Transformer Architecture\nThe text begins by
P06A_recursive_selfref,recursive_selfref,641,1414, text,text,text,content,0.06561115889547345,0.1976050959407413,20,19,0.475, Architecture\nThe text begins by outlining
P06A_recursive_selfref,recursive_selfref,642,11690, begins,begins,begins,content,0.059676492289247686,0.32645654147978526,11,15,0.375,\nThe text begins by outlining the
P06A_recursive_selfref,recursive_selfref,643,539, by,by,by,structural,0.0719395413759346,0.4181614334357568,5,20,0.5,The text begins by outlining the standard
P06A_recursive_selfref,recursive_selfref,644,75983, outlining,outlining,outlining,content,0.06098626285478509,0.2581751587883347,37,17,0.425, text begins by outlining the standard Transformer
P06A_recursive_selfref,recursive_selfref,645,279, the,the,the,structural,0.05417546495582446,0.23390690581923185,26,16,0.4, begins by outlining the standard Transformer workflow
P06A_recursive_selfref,recursive_selfref,646,5129, standard,standard,standard,content,0.0829818972120286,0.29822880931878265,25,20,0.5, by outlining the standard Transformer workflow:
P06A_recursive_selfref,recursive_selfref,647,60277, Transformer,Transformer,transformer,self_ref,0.0625778073254484,0.2573313060317004,35,17,0.425, outlining the standard Transformer workflow:\n
P06A_recursive_selfref,recursive_selfref,648,27370, workflow,workflow,workflow,content,0.0773956168519685,0.2614403935731667,8,20,0.5, the standard Transformer workflow:\n*
P06A_recursive_selfref,recursive_selfref,649,25,:,:,:,structural,0.05478445539450928,0.21316560124166492,8,17,0.425, standard Transformer workflow:\n*  
P06A_recursive_selfref,recursive_selfref,650,198,"
",\n,n,content,0.027404584645419127,0.21696697630866765,25,9,0.225, Transformer workflow:\n*   **
P06A_recursive_selfref,recursive_selfref,651,9,*,*,*,structural,0.030868288936323884,0.17638141910585592,20,10,0.25, workflow:\n*   **Input
P06A_recursive_selfref,recursive_selfref,652,256,  ,,,structural,0.06005832797701773,0.2123975508571683,8,18,0.45,:\n*   **Input Processing
P06A_recursive_selfref,recursive_selfref,653,2972, **,**,**,structural,0.05772808128889265,0.2958621230932806,25,16,0.4,\n*   **Input Processing:**
P06A_recursive_selfref,recursive_selfref,654,2425,Input,Input,input,content,0.07769471664733082,0.251859890416204,20,20,0.5,*   **Input Processing:** Text
P06A_recursive_selfref,recursive_selfref,655,27212, Processing,Processing,processing,self_ref,0.07553247974388422,0.23712689789746255,20,20,0.5,   **Input Processing:** Text is
P06A_recursive_selfref,recursive_selfref,656,64700,:**,:**,:**,structural,0.05606541024899474,0.2238023682390104,37,16,0.4, **Input Processing:** Text is processed
P06A_recursive_selfref,recursive_selfref,657,2824, Text,Text,text,content,0.07075253051830174,0.2766032360408052,20,20,0.5,Input Processing:** Text is processed through
P06A_recursive_selfref,recursive_selfref,658,369, is,is,is,structural,0.06729776308156396,0.36270314405907633,11,19,0.475, Processing:** Text is processed through The
P06A_recursive_selfref,recursive_selfref,659,14789, processed,processed,processed,self_ref,0.07678935313788623,0.2463496762958853,8,20,0.5,:** Text is processed through The text
P06A_recursive_selfref,recursive_selfref,660,1472, through,through,through,content,0.056011526688808336,0.22517500033649862,6,18,0.45, Text is processed through The text you
P06A_recursive_selfref,recursive_selfref,661,561, The,The,the,structural,0.03769403995727058,0.17064007877489024,8,15,0.375, is processed through The text you provided
P06A_recursive_selfref,recursive_selfref,662,1414, text,text,text,content,0.04466571647698187,0.20761743632149943,33,15,0.375, processed through The text you provided describes
P06A_recursive_selfref,recursive_selfref,663,488, you,you,you,structural,0.05077687430880738,0.16226035243131245,8,16,0.4, through The text you provided describes the
P06A_recursive_selfref,recursive_selfref,664,3766, provided,provided,provided,content,0.07541291923841173,0.21249444409500717,20,22,0.55, The text you provided describes the architecture
P06A_recursive_selfref,recursive_selfref,665,16067, describes,describes,describes,content,0.06752841449270565,0.4499821438978426,11,20,0.5, text you provided describes the architecture and
P06A_recursive_selfref,recursive_selfref,666,279, the,the,the,structural,0.03674948815346587,0.18665973914270145,34,11,0.275, you provided describes the architecture and operation
P06A_recursive_selfref,recursive_selfref,667,17120, architecture,architecture,architecture,content,0.07868567259485762,0.24258070987671054,8,23,0.575, provided describes the architecture and operation of
P06A_recursive_selfref,recursive_selfref,668,321, and,and,and,structural,0.036132089522774476,0.19066131683414214,34,12,0.3, describes the architecture and operation of **
P06A_recursive_selfref,recursive_selfref,669,5488, operation,operation,operation,content,0.07449975627182125,0.25491139015999,8,21,0.525, the architecture and operation of **M
P06A_recursive_selfref,recursive_selfref,670,314, of,of,of,structural,0.053126950363007755,0.18890692274058132,34,18,0.45, architecture and operation of **Mixture
P06A_recursive_selfref,recursive_selfref,671,2972, **,**,**,structural,0.032065911971045566,0.20556876306691899,34,11,0.275, and operation of **Mixture-of
P06A_recursive_selfref,recursive_selfref,672,44,M,M,m,content,0.03678815673874745,0.24524151375951259,3,10,0.25, operation of **Mixture-of-
P06A_recursive_selfref,recursive_selfref,673,12370,ixture,ixture,ixture,content,0.07469602952051563,0.2856382172061975,35,19,0.475, of **Mixture-of-Experts
P06A_recursive_selfref,recursive_selfref,674,8404,-of,-of,of,structural,0.07999669258194421,0.27977783422698205,14,18,0.45, **Mixture-of-Experts (
P06A_recursive_selfref,recursive_selfref,675,12,-,-,-,structural,0.023385262267393733,0.1827626117151119,3,8,0.2,Mixture-of-Experts (Mo
P06A_recursive_selfref,recursive_selfref,676,83167,Experts,Experts,experts,self_ref,0.07057803443430719,0.3059764430398842,35,19,0.475,ixture-of-Experts (MoE
